lng,lat,parcel_id
-72.71364,41.72956,120701054
-72.71363,41.72942,120701055
-72.71363,41.72928,120701056
-72.71362,41.72916,120701067
-72.71321,41.72928,120701068
-72.71322,41.72943,120701069
-72.71323,41.72957,120701070
-72.71323,41.72970,120701071
-72.71324,41.72984,120701072
-72.71325,41.72998,120701073
-72.71326,41.73013,120701074
-72.71326,41.73025,120701075
-72.71327,41.73039,120701076
-72.71328,41.73055,120701077
-72.71328,41.73066,120701078
-72.71329,41.73080,120701079
-72.71330,41.73093,120701080
-72.71330,41.73107,120701081
-72.71331,41.73121,120701082
-72.71321,41.73133,120701083
-72.71323,41.73160,120701084
-72.71343,41.73151,120701085
-72.71363,41.73141,120701086
-72.71384,41.73142,120701087
-72.71361,41.72887,120702057
-72.71360,41.72873,120702058
-72.71359,41.72861,120702059
-72.71359,41.72846,120702060
-72.71358,41.72832,120702061
-72.71317,41.72833,120702062
-72.71318,41.72847,120702063
-72.71318,41.72862,120702064
-72.71319,41.72874,120702065
-72.71319,41.72888,120702066
-72.71275,41.73168,120703090
-72.71274,41.73136,120703091
-72.71273,41.73123,120703092
-72.71272,41.73109,120703093
-72.71272,41.73095,120703094
-72.71271,41.73082,120703095
-72.71270,41.73068,120703096
-72.71269,41.73055,120703097
-72.71269,41.73041,120703098
-72.71268,41.73024,120703099
-72.71267,41.73013,120703100
-72.71267,41.72999,120703101
-72.71266,41.72986,120703102
-72.71265,41.72972,120703103
-72.71265,41.72958,120703104
-72.71264,41.72944,120703105
-72.71263,41.72931,120703106
-72.71262,41.72916,120703107
-72.71262,41.72889,120704108
-72.71262,41.72876,120704109
-72.71261,41.72862,120704110
-72.71260,41.72849,120704111
-72.71260,41.72835,120704112
-72.71457,41.72831,121697001
-72.71456,41.72817,121697002
-72.71456,41.72804,121697003
-72.71455,41.72790,121697004
-72.71454,41.72773,121697005
-72.71454,41.72762,121697006
-72.71453,41.72749,121697007
-72.71452,41.72735,121697008
-72.71452,41.72720,121697009
-72.71451,41.72708,121697010
-72.71451,41.72694,121697011
-72.71450,41.72679,121697012
-72.71449,41.72666,121697013
-72.71449,41.72650,121697014
-72.71408,41.72665,121697015
-72.71410,41.72693,121697016
-72.71410,41.72707,121697017
-72.71411,41.72718,121697018
-72.71411,41.72735,121697019
-72.71412,41.72748,121697020
-72.71413,41.72762,121697021
-72.71413,41.72779,121697022
-72.71414,41.72789,121697023
-72.71415,41.72803,121697024
-72.71415,41.72816,121697025
-72.71416,41.72831,121697026
-72.71253,41.72619,121698060
-72.71272,41.72621,121698061
-72.71290,41.72619,121698062
-72.71308,41.72618,121698063
-72.71326,41.72614,121698064
-72.71345,41.72613,121698065
-72.71363,41.72612,121698066
-72.71381,41.72614,121698067
-72.71400,41.72613,121698068
-72.71418,41.72616,121698069
-72.71448,41.72626,121698070
-72.71447,41.72602,121698071
-72.71446,41.72585,121698072
-72.71445,41.72569,121698073
-72.71416,41.72584,121698074
-72.71398,41.72586,121698075
-72.71379,41.72585,121698076
-72.71361,41.72588,121698077
-72.71342,41.72589,121698078
-72.71324,41.72590,121698079
-72.71306,41.72592,121698080
-72.71288,41.72594,121698081
-72.71270,41.72595,121698082
-72.71251,41.72595,121698083
-72.71254,41.72544,121699084
-72.71272,41.72543,121699085
-72.71291,41.72542,121699086
-72.71309,41.72541,121699087
-72.71327,41.72540,121699088
-72.71346,41.72539,121699089
-72.71364,41.72543,121699090
-72.71382,41.72543,121699091
-72.71400,41.72539,121699092
-72.71418,41.72536,121699093
-72.71436,41.72535,121699094
-72.71454,41.72532,121699095
-72.71451,41.72504,121699096
-72.71431,41.72499,121699097
-72.71412,41.72498,121699098
-72.71394,41.72499,121699099
-72.71376,41.72500,121699100
-72.71358,41.72503,121699101
-72.71340,41.72504,121699102
-72.71322,41.72504,121699103
-72.71303,41.72505,121699104
-72.71285,41.72505,121699105
-72.71266,41.72506,121699106
-72.71247,41.72507,121699107
-72.71275,41.72454,121700108
-72.71294,41.72453,121700109
-72.71385,41.72451,121700110
-72.71403,41.72451,121700111
-72.71440,41.72451,121700112
-72.71454,41.72447,121700113
-72.71357,41.72818,121702027
-72.71357,41.72806,121702028
-72.71356,41.72791,121702029
-72.71355,41.72767,121702030
-72.71354,41.72754,121702031
-72.71354,41.72740,121702032
-72.71353,41.72723,121702033
-72.71351,41.72694,121702034
-72.71361,41.72664,121702035
-72.71342,41.72665,121702036
-72.71324,41.72666,121702037
-72.71302,41.72671,121702038
-72.71310,41.72694,121702039
-72.71311,41.72713,121702040
-72.71312,41.72723,121702041
-72.71312,41.72740,121702042
-72.71313,41.72754,121702043
-72.71314,41.72767,121702044
-72.71315,41.72781,121702045
-72.71315,41.72792,121702046
-72.71316,41.72807,121702047
