lng,lat,parcel_id
-72.71062,41.72943,143708115
-72.71044,41.72935,143708116
-72.71026,41.72935,143708117
-72.71008,41.72936,143708118
-72.70988,41.72929,143708119
-72.70997,41.72960,143708120
-72.70995,41.72977,143708121
-72.70994,41.72988,143708122
-72.70992,41.73002,143708123
-72.70991,41.73017,143708124
-72.70989,41.73032,143708125
-72.70988,41.73047,143708126
-72.70987,41.73058,143708127
-72.70985,41.73070,143708128
-72.71170,41.72876,143709043
-72.71168,41.72846,143709044
-72.71151,41.72846,143709045
-72.71124,41.72847,143709046
-72.71097,41.72847,143709047
-72.71079,41.72847,143709048
-72.71061,41.72849,143709049
-72.71042,41.72850,143709050
-72.71024,41.72851,143709051
-72.71005,41.72851,143709052
-72.70987,41.72852,143709053
-72.70969,41.72852,143709054
-72.70933,41.72845,143709055
-72.70931,41.72861,143709056
-72.70919,41.72881,143709057
-72.70917,41.72896,143709058
-72.70951,41.72881,143709059
-72.70969,41.72884,143709060
-72.70987,41.72884,143709061
-72.71006,41.72884,143709062
-72.71024,41.72890,143709063
-72.71043,41.72890,143709064
-72.71061,41.72885,143709065
-72.71080,41.72885,143709066
-72.71098,41.72890,143709067
-72.71116,41.72883,143709068
-72.71134,41.72877,143709069
-72.71152,41.72877,143709070
-72.70914,41.73207,143712138
-72.70913,41.73186,143712139
-72.70912,41.73170,143712140
-72.70911,41.73157,143712141
-72.70911,41.73146,143712142
-72.70910,41.73134,143712143
-72.70909,41.73119,143712144
-72.70909,41.73101,143712145
-72.70914,41.73074,143713146
-72.70916,41.73061,143713147
-72.70918,41.73047,143713148
-72.70920,41.73033,143713149
-72.70922,41.73019,143713150
-72.70925,41.73005,143713151
-72.70927,41.72989,143713152
-72.70929,41.72979,143713153
-72.70931,41.72963,143713154
-72.70934,41.72946,143713155
-72.70944,41.72928,143713156
-72.70902,41.72929,143713157
-72.70890,41.72951,143713158
-72.70886,41.72964,143713159
-72.70882,41.72980,143713160
-72.70876,41.73001,143713161
-72.70871,41.73017,143713162
-72.70865,41.73032,143713163
-72.70839,41.73051,143713164
-72.70834,41.73062,143713165
-72.70829,41.73076,143713166
-72.70867,41.73062,143713167
-72.70885,41.73062,143713168
-72.70642,41.73210,143714169
-72.70784,41.72927,143714170
-72.71233,41.72596,144698039
-72.71215,41.72596,144698040
-72.71197,41.72597,144698041
-72.71179,41.72598,144698042
-72.71160,41.72600,144698043
-72.71142,41.72600,144698044
-72.71124,41.72601,144698045
-72.71106,41.72603,144698046
-72.71087,41.72603,144698047
-72.71069,41.72603,144698048
-72.71051,41.72603,144698049
-72.71033,41.72606,144698050
-72.70995,41.72594,144698051
-72.70994,41.72606,144698052
-72.70983,41.72627,144698053
-72.70982,41.72647,144698054
-72.71017,41.72640,144698055
-72.71044,41.72633,144698056
-72.71071,41.72631,144698057
-72.71090,41.72630,144698058
-72.71108,41.72629,144698059
-72.71126,41.72627,144698060
-72.71144,41.72627,144698061
-72.71162,41.72625,144698062
-72.71181,41.72624,144698063
-72.71199,41.72623,144698064
-72.71217,41.72621,144698065
-72.71235,41.72620,144698066
-72.71220,41.72508,144699012
-72.71192,41.72509,144699013
-72.71174,41.72510,144699014
-72.71156,41.72511,144699015
-72.71138,41.72511,144699016
-72.71119,41.72512,144699017
-72.71101,41.72513,144699018
-72.71083,41.72517,144699019
-72.71065,41.72517,144699020
-72.71047,41.72516,144699021
-72.71017,41.72499,144699022
-72.71014,41.72515,144699023
-72.71012,41.72530,144699024
-72.70991,41.72559,144699025
-72.71015,41.72558,144699026
-72.71036,41.72556,144699027
-72.71054,41.72555,144699028
-72.71072,41.72554,144699029
-72.71090,41.72553,144699030
-72.71108,41.72552,144699031
-72.71126,41.72551,144699032
-72.71145,41.72550,144699033
-72.71163,41.72549,144699034
-72.71181,41.72548,144699035
-72.71199,41.72547,144699036
-72.71218,41.72546,144699037
-72.71236,41.72545,144699038
-72.71022,41.72461,144700001
-72.71038,41.72461,144700002
-72.71057,41.72460,144700003
-72.71075,41.72460,144700004
-72.71093,41.72459,144700005
-72.71111,41.72459,144700006
-72.71130,41.72458,144700007
-72.71148,41.72458,144700008
-72.71166,41.72457,144700009
-72.71203,41.72456,144700010
-72.71221,41.72456,144700011
-72.71232,41.72673,144704067
-72.71214,41.72673,144704068
-72.71195,41.72674,144704092
-72.71209,41.72697,144704093
-72.71210,41.72712,144704094
-72.71212,41.72739,144704095
-72.71213,41.72754,144704121
-72.71213,41.72767,144704122
-72.71214,41.72781,144704123
-72.71215,41.72795,144704124
-72.71216,41.72809,144704125
-72.71216,41.72822,144704126
-72.71146,41.72763,144710096
-72.71129,41.72765,144710097
-72.71111,41.72766,144710098
-72.71092,41.72766,144710099
-72.71074,41.72768,144710100
-72.71056,41.72768,144710101
-72.71038,41.72767,144710102
-72.71019,41.72768,144710103
-72.71001,41.72770,144710104
-72.70982,41.72766,144710105
-72.70952,41.72760,144710106
-72.70951,41.72776,144710107
-72.70949,41.72794,144710108
-72.70947,41.72810,144710109
-72.70985,41.72808,144710110
-72.71002,41.72798,144710111
-72.71021,41.72797,144710112
-72.71039,41.72796,144710113
-72.71058,41.72796,144710114
-72.71076,41.72803,144710115
-72.71094,41.72790,144710116
-72.71112,41.72794,144710117
-72.71131,41.72794,144710118
-72.71157,41.72793,144710119
-72.71163,41.72762,144710120
-72.71141,41.72676,144711069
-72.71122,41.72677,144711070
-72.71104,41.72678,144711071
-72.71086,41.72680,144711072
-72.71068,41.72680,144711073
-72.71050,41.72681,144711074
-72.71032,41.72682,144711075
-72.71013,41.72683,144711076
-72.70977,41.72677,144711077
-72.70976,41.72692,144711078
-72.70966,41.72712,144711079
-72.70965,41.72727,144711080
-72.70998,41.72719,144711081
-72.71016,41.72719,144711082
-72.71035,41.72717,144711083
-72.71053,41.72716,144711084
-72.71071,41.72715,144711085
-72.71090,41.72715,144711086
-72.71108,41.72714,144711087
-72.71126,41.72713,144711088
-72.71143,41.72713,144711089
-72.71160,41.72712,144711090
-72.71158,41.72674,144711091
-72.70606,41.72941,144714127
-72.70691,41.72554,144714128
-72.70811,41.72661,144714129
-72.71237,41.72407,145700001
-72.71219,41.72408,145700002
-72.71183,41.72434,145700004
-72.71155,41.72410,145700005
-72.71100,41.72410,145700006
-72.71056,41.72423,145700007
-72.71201,41.72408,145700043
-72.70563,41.80673,146004001
-72.70540,41.80674,146004002
-72.70517,41.80674,146004003
-72.70494,41.80675,146004004
-72.70473,41.80676,146004005
-72.70455,41.80676,146004006
-72.70434,41.80682,146004007
-72.70410,41.80683,146004008
-72.70390,41.80683,146004009
-72.70372,41.80684,146004010
-72.70353,41.80684,146004011
-72.70335,41.80685,146004012
-72.70317,41.80685,146004013
-72.70298,41.80685,146004014
-72.70280,41.80686,146004015
-72.70262,41.80686,146004016
-72.70243,41.80687,146004017
-72.70220,41.80682,146004018
-72.70193,41.80683,146004019
-72.70196,41.80652,146005041
-72.70226,41.80637,146005042
-72.70251,41.80643,146005043
-72.70275,41.80643,146005044
-72.70302,41.80641,146005045
-72.70329,41.80641,146005046
-72.70352,41.80639,146005047
-72.70370,41.80638,146005048
-72.70389,41.80638,146005049
-72.70407,41.80638,146005050
-72.70429,41.80637,146005051
-72.70452,41.80637,146005052
-72.70474,41.80637,146005053
-72.70496,41.80637,146005054
-72.70517,41.80637,146005055
-72.70538,41.80635,146005056
-72.70559,41.80634,146005057
-72.70556,41.80601,146005058
-72.70537,41.80601,146005097
-72.70509,41.80601,146005098
-72.70481,41.80602,146005099
-72.70463,41.80603,146005100
-72.70445,41.80600,146005101
-72.70425,41.80601,146005102
-72.70406,41.80605,146005103
-72.70387,41.80606,146005104
-72.70369,41.80606,146005105
-72.70350,41.80606,146005106
-72.70332,41.80606,146005107
-72.70314,41.80606,146005108
-72.70295,41.80607,146005109
-72.70277,41.80607,146005110
-72.70259,41.80608,146005111
-72.70240,41.80609,146005112
-72.70222,41.80609,146005113
-72.70204,41.80609,146005114
-72.70185,41.80609,146005115
-72.70196,41.80637,146005116
-72.70551,41.80553,146006059
-72.70550,41.80519,146006060
-72.70530,41.80519,146006061
-72.70508,41.80519,146006062
-72.70487,41.80520,146006063
-72.70469,41.80521,146006064
-72.70442,41.80521,146006065
-72.70414,41.80522,146006066
-72.70396,41.80522,146006067
-72.70377,41.80522,146006068
-72.70358,41.80524,146006069
-72.70333,41.80524,146006070
-72.70308,41.80524,146006071
-72.70290,41.80524,146006072
-72.70271,41.80525,146006073
-72.70253,41.80526,146006074
-72.70235,41.80526,146006075
-72.70216,41.80527,146006076
-72.70198,41.80527,146006077
-72.70181,41.80528,146006078
-72.70183,41.80563,146006079
-72.70201,41.80561,146006080
-72.70219,41.80561,146006081
-72.70237,41.80560,146006082
-72.70256,41.80560,146006083
-72.70274,41.80559,146006084
-72.70292,41.80559,146006085
-72.70311,41.80559,146006086
-72.70338,41.80557,146006087
-72.70365,41.80556,146006088
-72.70384,41.80556,146006089
-72.70406,41.80555,146006090
-72.70434,41.80555,146006091
-72.70457,41.80555,146006092
-72.70475,41.80555,146006093
-72.70493,41.80554,146006094
-72.70511,41.80549,146006095
-72.70529,41.80549,146006096
-72.70148,41.80683,146007020
-72.70130,41.80683,146007021
-72.70112,41.80684,146007022
-72.70093,41.80684,146007023
-72.70075,41.80685,146007024
-72.70057,41.80685,146007025
-72.70038,41.80686,146007026
-72.70020,41.80693,146007027
-72.70002,41.80693,146007028
-72.69979,41.80694,146007029
-72.69963,41.80650,146010030
-72.69981,41.80649,146010031
-72.69999,41.80649,146010032
-72.70018,41.80648,146010033
-72.70036,41.80648,146010034
-72.70054,41.80640,146010035
-72.70073,41.80639,146010036
-72.70092,41.80648,146010037
-72.70110,41.80648,146010038
-72.70128,41.80645,146010039
-72.70147,41.80645,146010040
-72.70145,41.80613,146010117
-72.70126,41.80607,146010118
-72.70108,41.80605,146010119
-72.70090,41.80612,146010120
-72.70072,41.80612,146010121
-72.70053,41.80613,146010122
-72.70035,41.80613,146010123
-72.70016,41.80614,146010124
-72.69998,41.80614,146010125
-72.69979,41.80615,146010126
-72.69961,41.80615,146010127
-72.69959,41.80568,146013128
-72.69977,41.80568,146013129
-72.69996,41.80567,146013130
-72.70014,41.80567,146013131
-72.70032,41.80566,146013132
-72.70051,41.80565,146013133
-72.70069,41.80565,146013134
-72.70088,41.80563,146013135
-72.70106,41.80562,146013136
-72.70124,41.80562,146013137
-72.70143,41.80562,146013138
-72.70141,41.80525,146013139
-72.70122,41.80529,146013140
-72.70103,41.80529,146013141
-72.70078,41.80529,146013142
-72.70052,41.80530,146013143
-72.70034,41.80531,146013144
-72.70015,41.80531,146013145
-72.69997,41.80531,146013146
-72.69979,41.80532,146013147
-72.69960,41.80532,146013148
-72.70483,41.80371,147016015
-72.70404,41.80476,147017016
-72.70402,41.80444,147017017
-72.70382,41.80445,147017086
-72.70363,41.80445,147017087
-72.70345,41.80446,147017088
-72.70327,41.80446,147017089
-72.70308,41.80447,147017090
-72.70290,41.80447,147017091
-72.70272,41.80448,147017092
-72.70253,41.80448,147017093
-72.70235,41.80449,147017094
-72.70217,41.80450,147017095
-72.70198,41.80450,147017096
-72.70181,41.80451,147017097
-72.70180,41.80482,147017098
-72.70197,41.80481,147017099
-72.70216,41.80481,147017100
-72.70234,41.80480,147017101
-72.70252,41.80480,147017102
-72.70271,41.80479,147017103
-72.70289,41.80479,147017104
-72.70308,41.80478,147017105
-72.70326,41.80478,147017106
-72.70344,41.80477,147017107
-72.70363,41.80477,147017108
-72.70381,41.80476,147017109
-72.70400,41.80405,147018018
-72.70391,41.80368,147018063
-72.70368,41.80369,147018064
-72.70347,41.80371,147018065
-72.70329,41.80371,147018066
-72.70311,41.80372,147018067
-72.70292,41.80372,147018068
-72.70274,41.80373,147018069
-72.70256,41.80373,147018070
-72.70237,41.80374,147018071
-72.70219,41.80373,147018072
-72.70201,41.80373,147018073
-72.70183,41.80374,147018074
-72.70192,41.80405,147018075
-72.70218,41.80402,147018076
-72.70237,41.80401,147018077
-72.70255,41.80402,147018078
-72.70273,41.80402,147018079
-72.70292,41.80401,147018080
-72.70310,41.80400,147018081
-72.70328,41.80400,147018082
-72.70347,41.80393,147018083
-72.70365,41.80394,147018084
-72.70383,41.80402,147018085
-72.70398,41.80321,147019019
-72.70390,41.80281,147019042
-72.70364,41.80282,147019043
-72.70337,41.80282,147019044
-72.70314,41.80284,147019045
-72.70295,41.80284,147019046
-72.70277,41.80284,147019047
-72.70259,41.80285,147019048
-72.70240,41.80288,147019049
-72.70201,41.80269,147019050
-72.70203,41.80285,147019051
-72.70204,41.80301,147019052
-72.70203,41.80327,147019053
-72.70239,41.80327,147019054
-72.70257,41.80327,147019055
-72.70275,41.80326,147019056
-72.70293,41.80325,147019057
-72.70312,41.80324,147019058
-72.70330,41.80324,147019059
-72.70349,41.80324,147019060
-72.70367,41.80320,147019061
-72.70386,41.80320,147019062
-72.70141,41.80454,147020110
-72.70124,41.80454,147020159
-72.70108,41.80454,147020160
-72.70089,41.80454,147020161
-72.70061,41.80457,147020162
-72.70034,41.80461,147020163
-72.70015,41.80462,147020164
-72.70015,41.80479,147020165
-72.70033,41.80486,147020166
-72.70051,41.80486,147020167
-72.70070,41.80485,147020168
-72.70089,41.80483,147020169
-72.70107,41.80483,147020170
-72.70125,41.80483,147020171
-72.70142,41.80481,147020172
-72.70134,41.80413,147021111
-72.70135,41.80398,147021112
-72.70135,41.80384,147021113
-72.70135,41.80370,147021114
-72.70109,41.80371,147021147
-72.70090,41.80378,147021148
-72.70072,41.80378,147021149
-72.70054,41.80379,147021150
-72.70036,41.80380,147021151
-72.70017,41.80380,147021152
-72.70016,41.80413,147021153
-72.70035,41.80413,147021154
-72.70053,41.80406,147021155
-72.70072,41.80406,147021156
-72.70090,41.80407,147021157
-72.70108,41.80413,147021158
-72.70127,41.80338,147022115
-72.70127,41.80322,147022116
-72.70123,41.80305,147022117
-72.70122,41.80291,147022118
-72.70120,41.80277,147022119
-72.70117,41.80263,147022120
-72.70115,41.80251,147022121
-72.70112,41.80229,147022122
-72.70109,41.80214,147022123
-72.70106,41.80195,147022124
-72.70104,41.80182,147022125
-72.70102,41.80168,147022126
-72.70098,41.80147,147022127
-72.70096,41.80131,147022128
-72.70039,41.80130,147022129
-72.70041,41.80147,147022130
-72.70041,41.80156,147022131
-72.70042,41.80171,147022132
-72.70043,41.80185,147022133
-72.70044,41.80199,147022134
-72.70045,41.80214,147022135
-72.70046,41.80229,147022136
-72.70047,41.80238,147022137
-72.70049,41.80263,147022138
-72.70050,41.80279,147022139
-72.70051,41.80294,147022140
-72.70037,41.80310,147022141
-72.70028,41.80325,147022142
-72.70027,41.80342,147022143
-72.70055,41.80325,147022144
-72.70073,41.80324,147022145
-72.70092,41.80323,147022146
-72.69960,41.80487,147023173
-72.69978,41.80487,147023174
-72.69979,41.80457,147023175
-72.69960,41.80459,147023176
-72.69960,41.80408,147025177
-72.69979,41.80406,147025178
-72.69961,41.80375,147025179
-72.69965,41.80239,147025180
-72.69966,41.80226,147025181
-72.69966,41.80212,147025182
-72.69966,41.80199,147025183
-72.70589,41.80151,147033001
-72.70589,41.80180,147033002
-72.70576,41.80208,147033003
-72.70512,41.80214,147034004
-72.70513,41.80187,147034005
-72.70514,41.80160,147034006
-72.70458,41.80131,147034007
-72.70458,41.80146,147034008
-72.70457,41.80161,147034009
-72.70456,41.80173,147034010
-72.70456,41.80186,147034011
-72.70455,41.80201,147034012
-72.70455,41.80214,147034013
-72.70454,41.80229,147034014
-72.70377,41.80230,147035020
-72.70377,41.80208,147035021
-72.70376,41.80188,147035022
-72.70376,41.80175,147035023
-72.70375,41.80158,147035024
-72.70333,41.80175,147035025
-72.70306,41.80181,147035026
-72.70282,41.80181,147035027
-72.70263,41.80175,147035028
-72.70235,41.80173,147035029
-72.70185,41.80165,147035030
-72.70188,41.80189,147035031
-72.70191,41.80206,147035032
-72.70181,41.80230,147035033
-72.70209,41.80228,147035034
-72.70230,41.80226,147035035
-72.70248,41.80220,147035036
-72.70267,41.80219,147035037
-72.70285,41.80219,147035038
-72.70303,41.80218,147035039
-72.70322,41.80217,147035040
-72.70340,41.80208,147035041
-72.69967,41.80170,147037184
-72.69967,41.80157,147037185
-72.69967,41.80144,147037186
-72.70093,41.80114,148022163
-72.70107,41.80085,148022164
-72.70086,41.80085,148022165
-72.70067,41.80086,148022166
-72.70047,41.80089,148022167
-72.70025,41.80089,148022168
-72.70038,41.80115,148022169
-72.70582,41.80034,148033048
-72.70587,41.80068,148033049
-72.70588,41.80096,148033050
-72.70588,41.80124,148033051
-72.70516,41.80115,148034052
-72.70518,41.80077,148034053
-72.70538,41.80039,148034054
-72.70520,41.80040,148034055
-72.70502,41.80040,148034056
-72.70483,41.80039,148034057
-72.70453,41.80040,148034058
-72.70455,41.80061,148034059
-72.70461,41.80077,148034060
-72.70460,41.80091,148034061
-72.70459,41.80114,148034062
-72.70379,41.80118,148036063
-72.70379,41.80102,148036064
-72.70378,41.80089,148036065
-72.70388,41.80073,148036066
-72.70399,41.80050,148036067
-72.70374,41.80051,148036144
-72.70353,41.80052,148036145
-72.70336,41.80061,148036146
-72.70321,41.80061,148036147
-72.70289,41.80064,148036148
-72.70249,41.80067,148036149
-72.70226,41.80069,148036150
-72.70208,41.80071,148036151
-72.70190,41.80073,148036152
-72.70171,41.80074,148036153
-72.70151,41.80075,148036154
-72.70174,41.80117,148036155
-72.70220,41.80114,148036156
-72.70247,41.80113,148036157
-72.70266,41.80110,148036158
-72.70284,41.80109,148036159
-72.70304,41.80116,148036160
-72.70321,41.80109,148036161
-72.70339,41.80102,148036162
-72.69967,41.80133,148037170
-72.69968,41.80116,148037171
-72.69986,41.80092,148037172
-72.69968,41.80092,148037173
-72.70591,41.79932,148043031
-72.70573,41.79932,148043032
-72.70554,41.79933,148043033
-72.70534,41.79934,148043034
-72.70511,41.79936,148043035
-72.70486,41.79935,148043036
-72.70446,41.79924,148043037
-72.70448,41.79937,148043038
-72.70450,41.79951,148043039
-72.70452,41.79966,148043040
-72.70453,41.79978,148043041
-72.70455,41.79992,148043042
-72.70457,41.80007,148043043
-72.70493,41.79990,148043044
-72.70520,41.79982,148043045
-72.70547,41.79981,148043046
-72.70574,41.79976,148043047
-72.70386,41.79997,148044068
-72.70384,41.79983,148044069
-72.70382,41.79969,148044070
-72.70381,41.79956,148044071
-72.70379,41.79942,148044072
-72.70377,41.79930,148044116
-72.70346,41.79944,148044117
-72.70329,41.79952,148044118
-72.70310,41.79953,148044119
-72.70292,41.79954,148044120
-72.70274,41.79955,148044121
-72.70255,41.79956,148044122
-72.70237,41.79957,148044123
-72.70218,41.79958,148044124
-72.70199,41.79951,148044125
-72.70163,41.79939,148044126
-72.70164,41.79952,148044127
-72.70165,41.79966,148044128
-72.70165,41.79980,148044129
-72.70175,41.79993,148044130
-72.70158,41.80008,148044131
-72.70159,41.80026,148044132
-72.70190,41.80024,148044133
-72.70207,41.80016,148044134
-72.70225,41.80014,148044135
-72.70243,41.80005,148044136
-72.70261,41.80004,148044137
-72.70280,41.80003,148044138
-72.70298,41.80001,148044139
-72.70316,41.80000,148044140
-72.70334,41.79998,148044141
-72.70353,41.79998,148044142
-72.70388,41.80011,148044143
-72.70090,41.80038,148045175
-72.70090,41.80011,148045176
-72.70091,41.79997,148045177
-72.70091,41.79983,148045178
-72.70091,41.79969,148045179
-72.70091,41.79953,148045180
-72.70091,41.79944,148045181
-72.70041,41.79945,148045182
-72.70041,41.79971,148045183
-72.70041,41.80000,148045184
-72.70041,41.80014,148045185
-72.70040,41.80027,148045186
-72.70040,41.80042,148045187
-72.69971,41.80050,148046174
-72.69971,41.80035,148046188
-72.69971,41.80021,148046189
-72.69971,41.80007,148046190
-72.69971,41.79993,148046191
-72.69971,41.79980,148046192
-72.69972,41.79966,148046193
-72.69972,41.79952,148046194
-72.70593,41.79836,148050014
-72.70570,41.79836,148050015
-72.70548,41.79835,148050016
-72.70526,41.79836,148050017
-72.70504,41.79838,148050018
-72.70482,41.79840,148050019
-72.70439,41.79828,148050020
-72.70441,41.79841,148050021
-72.70443,41.79855,148050022
-72.70444,41.79869,148050023
-72.70446,41.79882,148050024
-72.70447,41.79895,148050025
-72.70486,41.79881,148050026
-72.70510,41.79879,148050027
-72.70533,41.79879,148050028
-72.70557,41.79879,148050029
-72.70580,41.79875,148050030
-72.70377,41.79899,148051073
-72.70374,41.79875,148051074
-72.70374,41.79849,148051075
-72.70344,41.79845,148051096
-72.70321,41.79849,148051097
-72.70303,41.79850,148051098
-72.70277,41.79855,148051099
-72.70249,41.79856,148051100
-72.70230,41.79849,148051101
-72.70194,41.79841,148051102
-72.70191,41.79862,148051103
-72.70171,41.79881,148051104
-72.70169,41.79895,148051105
-72.70167,41.79909,148051106
-72.70200,41.79894,148051107
-72.70219,41.79893,148051108
-72.70237,41.79892,148051109
-72.70255,41.79891,148051110
-72.70274,41.79890,148051111
-72.70292,41.79889,148051112
-72.70310,41.79889,148051113
-72.70328,41.79887,148051114
-72.70346,41.79889,148051115
-72.69965,41.79907,148052195
-72.69983,41.79906,148052196
-72.70001,41.79905,148052197
-72.70019,41.79904,148052198
-72.70038,41.79903,148052199
-72.70056,41.79900,148052200
-72.70092,41.79914,148052201
-72.70094,41.79899,148052202
-72.70096,41.79886,148052203
-72.70116,41.79869,148052204
-72.70129,41.79850,148052205
-72.70106,41.79851,148052206
-72.70086,41.79852,148052207
-72.70069,41.79860,148052208
-72.70050,41.79861,148052209
-72.70032,41.79862,148052210
-72.70013,41.79863,148052211
-72.69995,41.79864,148052212
-72.69977,41.79865,148052213
-72.69959,41.79866,148052214
-72.70536,41.79744,148078001
-72.70514,41.79744,148078002
-72.70492,41.79746,148078003
-72.70469,41.79740,148078004
-72.70430,41.79768,148078005
-72.70432,41.79782,148078006
-72.70434,41.79797,148078007
-72.70474,41.79780,148078008
-72.70499,41.79784,148078009
-72.70522,41.79783,148078010
-72.70546,41.79782,148078011
-72.70571,41.79785,148078012
-72.70595,41.79785,148078013
-72.70367,41.79754,148083076
-72.70349,41.79755,148083077
-72.70330,41.79757,148083078
-72.70312,41.79753,148083079
-72.70294,41.79757,148083080
-72.70277,41.79765,148083081
-72.70259,41.79766,148083082
-72.70226,41.79753,148083083
-72.70224,41.79767,148083084
-72.70221,41.79784,148083085
-72.70210,41.79796,148083086
-72.70208,41.79810,148083087
-72.70244,41.79808,148083088
-72.70262,41.79800,148083089
-72.70280,41.79796,148083090
-72.70298,41.79795,148083091
-72.70316,41.79794,148083092
-72.70334,41.79792,148083093
-72.70352,41.79791,148083094
-72.70372,41.79791,148083095
-72.69972,41.79812,148088215
-72.69990,41.79810,148088216
-72.70009,41.79810,148088217
-72.70027,41.79809,148088218
-72.70045,41.79808,148088219
-72.70063,41.79807,148088220
-72.70081,41.79807,148088221
-72.70099,41.79801,148088222
-72.70133,41.79815,148088223
-72.70135,41.79800,148088224
-72.70147,41.79786,148088225
-72.70149,41.79773,148088226
-72.70151,41.79756,148088227
-72.70115,41.79773,148088228
-72.70096,41.79771,148088229
-72.70078,41.79773,148088230
-72.70060,41.79774,148088231
-72.70042,41.79775,148088232
-72.70024,41.79776,148088233
-72.70005,41.79777,148088234
-72.69987,41.79778,148088235
-72.69968,41.79779,148088236
-72.70580,41.79741,149078082
-72.70558,41.79742,149078083
-72.70427,41.79741,149078084
-72.70577,41.79657,149079064
-72.70556,41.79659,149079065
-72.70534,41.79661,149079066
-72.70512,41.79663,149079067
-72.70490,41.79664,149079068
-72.70467,41.79659,149079069
-72.70446,41.79660,149079070
-72.70425,41.79668,149079071
-72.70401,41.79669,149079072
-72.70405,41.79700,149079073
-72.70428,41.79699,149079074
-72.70450,41.79698,149079075
-72.70472,41.79700,149079076
-72.70494,41.79700,149079077
-72.70516,41.79699,149079078
-72.70538,41.79694,149079079
-72.70560,41.79693,149079080
-72.70582,41.79691,149079081
-72.70582,41.79552,149080045
-72.70553,41.79556,149080046
-72.70526,41.79564,149080047
-72.70499,41.79566,149080048
-72.70476,41.79568,149080049
-72.70458,41.79570,149080050
-72.70441,41.79574,149080051
-72.70423,41.79578,149080052
-72.70405,41.79578,149080053
-72.70383,41.79575,149080054
-72.70389,41.79615,149080055
-72.70408,41.79614,149080056
-72.70427,41.79612,149080057
-72.70445,41.79612,149080058
-72.70463,41.79610,149080059
-72.70494,41.79609,149080060
-72.70526,41.79608,149080061
-72.70550,41.79607,149080062
-72.70581,41.79595,149080063
-72.70584,41.79480,149081001
-72.70582,41.79464,149081002
-72.70578,41.79447,149081003
-72.70544,41.79466,149081025
-72.70510,41.79464,149081026
-72.70481,41.79471,149081027
-72.70460,41.79472,149081028
-72.70437,41.79470,149081029
-72.70417,41.79473,149081030
-72.70399,41.79475,149081031
-72.70381,41.79476,149081032
-72.70361,41.79477,149081033
-72.70368,41.79515,149081034
-72.70387,41.79515,149081035
-72.70405,41.79514,149081036
-72.70423,41.79513,149081037
-72.70446,41.79511,149081038
-72.70473,41.79509,149081039
-72.70496,41.79508,149081040
-72.70514,41.79506,149081041
-72.70532,41.79504,149081042
-72.70551,41.79506,149081043
-72.70574,41.79505,149081044
-72.70568,41.79414,149082004
-72.70564,41.79392,149082005
-72.70558,41.79377,149082006
-72.70522,41.79361,149082007
-72.70502,41.79371,149082008
-72.70480,41.79372,149082009
-72.70457,41.79373,149082010
-72.70435,41.79374,149082011
-72.70413,41.79376,149082012
-72.70392,41.79377,149082013
-72.70370,41.79379,149082014
-72.70345,41.79380,149082015
-72.70349,41.79423,149082016
-72.70368,41.79426,149082017
-72.70396,41.79424,149082018
-72.70425,41.79422,149082019
-72.70447,41.79420,149082020
-72.70469,41.79418,149082021
-72.70491,41.79416,149082022
-72.70513,41.79414,149082023
-72.70535,41.79416,149082024
-72.70355,41.79672,149084116
-72.70333,41.79672,149084117
-72.70311,41.79672,149084118
-72.70290,41.79676,149084119
-72.70268,41.79677,149084120
-72.70246,41.79678,149084121
-72.70223,41.79678,149084122
-72.70225,41.79711,149084123
-72.70249,41.79709,149084124
-72.70271,41.79708,149084125
-72.70293,41.79707,149084126
-72.70315,41.79705,149084127
-72.70337,41.79705,149084128
-72.70359,41.79703,149084129
-72.70339,41.79579,149085085
-72.70321,41.79580,149085102
-72.70303,41.79583,149085103
-72.70285,41.79583,149085104
-72.70267,41.79589,149085105
-72.70234,41.79575,149085106
-72.70236,41.79593,149085107
-72.70237,41.79609,149085108
-72.70238,41.79623,149085109
-72.70239,41.79638,149085110
-72.70272,41.79621,149085111
-72.70291,41.79627,149085112
-72.70309,41.79620,149085113
-72.70327,41.79619,149085114
-72.70347,41.79618,149085115
-72.70327,41.79525,149086086
-72.70319,41.79482,149086087
-72.70301,41.79483,149086091
-72.70282,41.79484,149086092
-72.70265,41.79492,149086093
-72.70234,41.79476,149086094
-72.70235,41.79494,149086095
-72.70233,41.79514,149086096
-72.70234,41.79528,149086097
-72.70235,41.79544,149086098
-72.70266,41.79526,149086099
-72.70287,41.79527,149086100
-72.70307,41.79525,149086101
-72.70300,41.79395,149087088
-72.70263,41.79438,149087089
-72.70301,41.79432,149087090
-72.69966,41.79728,149089130
-72.69989,41.79727,149089131
-72.70012,41.79725,149089132
-72.70035,41.79724,149089133
-72.70058,41.79722,149089134
-72.70081,41.79721,149089135
-72.70104,41.79720,149089136
-72.70127,41.79718,149089137
-72.70150,41.79717,149089138
-72.70175,41.79715,149089139
-72.70177,41.79681,149089140
-72.70155,41.79682,149089141
-72.70133,41.79683,149089142
-72.70111,41.79685,149089143
-72.70089,41.79686,149089144
-72.70067,41.79687,149089145
-72.70045,41.79689,149089146
-72.70023,41.79690,149089147
-72.70001,41.79691,149089148
-72.69979,41.79693,149089149
-72.69958,41.79694,149089150
-72.70068,41.79607,149090151
